"Table 4 - Full list of first forenames given, Scotland, 2009",,,,
KA'IM,1,,GURVEEN,1
KACEY,1,,GURVEER,1
KACII,1,,GUYATRI,1
KACPER,29,,GWEN,4
KADE,7,,GWENYTH,1
KADEN,13,,GWYNETH,1
KADEN-JAY,1,,GYTA,1
KADIN,1,,HAADIYA,1
KADYN,6,,HADEER,1
KAEDEN,2,,HADIA,5
KAEDIN,1,,HAFSA,6
KAEDYN,1,,HAFSAH,3
KAEL,1,,HAGR,1
KAELAN,4,,HAIBA,1
KAELEB,1,,HAILEE,1
KAELIN,1,,HAILEY,16
KAELLAB,1,,HAILIE,1
KAHLAN,1,,HAILLIE,1
KAI,155,,HAIYA,1
KAIAN,1,,HAJER,1
KAIDAN,1,,HALEEMA,2
KAIDE,1,,HALEY,1
KAIDEN,57,,HALI,2
KAIDEN-LEE,1,,HALIMA,1
KAIDYN,3,,HALINA,1
KAIF,2,,HALLE,15
KAILIN,1,,HALLI,2
KAILLUM,1,,HALLIE,7
KAILUM,1,,HALO,2
KAIN,2,,HAMNA,2
KAINE,2,,HAN,1
KAIRIN,1,,HANA,9
KAIRN,1,,HANALEIGH,1
KAIRYN,2,,HANHALYN,1
KAISEI,1,,HANIA,1
KAIWEN,1,,HANIN,1
KAIYN,1,,HANIYA,4
KAJETAN,1,,HANNA,16
KAJUS,1,,HANNA-MARIA,1
KAL-EL,2,,HANNAH,282
KALAB,1,,HANNAH-LOUISE,1
KALAN,1,,HARINI,1
KALE,1,,HARKARUNJOT,1
KALEB,13,,HARLEY,5
KALIB,3,,HARLI,1
KALIL,1,,HARLOW,1
KALIN,2,,HARMONY,2
KALLAN,2,,HARPER,1
KALLEN-PIERCE,1,,HARRIET,12
KALLIN,1,,HARRIETT,1
KALLUM,2,,HARSHANA,1
KALUB,1,,HARSHINI,1
KALUM,1,,HARSUKHMAN,1
KALVIN,9,,HARVIER,1
KAMERON,3,,HATTIE,1
KAMIL,3,,HAVALAH,1
KAMRAN,3,,HAVANAH,1
KAMRYN,1,,HAVANNA-ROSE,1
KAMSIYOCHUKWU,1,,HAVIN,2
KAMSY,1,,HAYAH,1
KANE,13,,HAYDEN,23
KARAM,1,,HAYDON,1
KARANVIR,1,,HAYLEA,1
KARDO,1,,HAYLEIGH,5
KAREEM,1,,HAYLEY,57
KARIM,1,,HAYLIE,1
KARL,3,,HAYOUNG,1
KAROL,1,,HAZAL,2
KARRSON,1,,HAZEL,16
KARSON,3,,HEATHER,48
KARTER,1,,HEATHERLEE,1
KASH,1,,HEAVENLEIGH,1
KASIM,2,,HEBA,1
KASON,1,,HEDAYA,1
KASPER,2,,HEIDI,33
KASPIAN,1,,HEIDY,1
KASRA,1,,HELAI,1
KAVEN,1,,HELAN,1
KAVI,1,,HELEN,9
KAVIN,1,,HELENA,10
KAYAHAN,1,,HELLEN,1
KAYD,1,,HEMA,1
KAYDE,1,,HENRIETTA,1
KAYDEN,89,,HERMIONE,1
KAYDIN,2,,HESTER,2
KAYDN,4,,HIBA,2
KAYDON,2,,HIBAH,1
KAYDYN,1,,HIBBA,1
KAYLAN,1,,HIDAYA,1
KAYLEB,2,,HIKMAH,1
KAYLEM,1,,HILLARY,1
KAYLIB,2,,HINDA,1
KAYLUM,1,,HIRA,1
KAYNE,3,,HOLLI,4
KAYSON,2,,HOLLIE,68
KAZIMIERZ,1,,HOLLY,207
KAZUTO,1,,HOLLY-MARIE,1
KEADY,1,,HOLLY-MAY,1
KEAGAN,1,,HOLLY-ROSE,1
KEANAN,1,,HOLLYANNA,1
KEANE,3,,HOLLYANNE,1
KEANO,1,,HOLLYBETH,1
KEATON,4,,HONEA,1
KEAVEN,1,,HONEY,14
KEEGAN,7,,HONG,1
KEEGAN-JACK,1,,HONOR,9
KEELAGHN,1,,HONOUR,1
KEELAN,3,,HOORIYA,1
KEELEN,1,,HOPE,29
KEELIN,1,,HOPEMARIE,1
KEENAN,1,,HUDA,2
KEGAN,3,,HULDAH,1
KEHINDE,1,,HUMAIRA,1
KEI,1,,HUMNAH,1
KEIAN,2,,HUNAYDA,1
KEIGAN,1,,HUNIE,1
KEIR,30,,HURIA,1
KEIRAN,26,,HURRUM,1
KEIREN,5,,HUSNA,1
KEIRON,4,,HUSNAH,1
KEITH,4,,IANTHE,1
KELDEN,1,,IDA,2
KELL,1,,IESHA,1
KELLAN,1,,IEVA,2
KELLEN,1,,IFECHUKWU,1
KELLY,2,,IGA,2
KELSEY,1,,ILA,1
KELSON,1,,ILARIA,2
KELVIN,10,,ILMA,1
KEN,1,,ILONA,1
KENAI,1,,IMAAN,3
KENDAL,1,,IMAN,5
KENDALL,1,,IMANI,2
KENECHI,1,,IMANTE,1
KENLEY,1,,IMARA,1
KENNETH,14,,IMOGEN,60
KENNY,2,,IMOGENE,1
KENZEE,1,,INAAYA,8
KENZEY,1,,INAYA,3
KENZI,1,,INAYAH,1
KENZIE,97,,INCA,1
KENZO,3,,INDI,1
KENZY,1,,INDIA,13
KERIAN,1,,INDIANA,1
KERIM,1,,INDIE,2
KERR,41,,INDIEYA,1
KERRID,1,,INDY,2
KESTER,1,,INEZ,2
KEVIN,41,,INGA,1
KEVYN,2,,INGRID,1
KEYAAN,1,,INNAYA,1
KEYNAN,1,,INNIS,1
KHAI,1,,IO,1
KHAWAR,1,,IOANA,1
KHIAN,1,,IOLA,1
KHIZAR,2,,IONA,68
KI,1,,IONA-LILLY,1
KIAAN,1,,IONA-MARY,1
KIAIN,1,,IQRA,5
KIAN,74,,IRAM,1
KIARON,1,,IREEN,1
KIEFER,3,,IREM,1
KIELSEN,1,,IRENE,1
KIENAN,2,,IRIS,16
KIER,1,,ISABEL,16
KIERAN,106,,ISABELA,1
KIERAN-JAMES,1,,ISABELLA,57
KIEREN,4,,ISABELLE,20
KIERON,10,,ISEABAIL,1
KIITAN,1,,ISHA,3
KILLEAN,1,,ISHBEL,7
KILLIAN,3,,ISHTI,1
KIM,1,,ISILA,1
KINGSLEY,2,,ISIS,1
KINNON,2,,ISLA,325
KINZIE,1,,ISLA-JAYNE,1
KIRAN,5,,ISLA-JEAN,1
KIRK,1,,ISLA-ROSE,1
KIRRIL,1,,ISLAY,12
KIT,2,,ISLE,1
KJARTAN,1,,ISMA,1
KLAE,1,,ISMAY,1
KLAUDIUSZ,1,,ISMENE,1
KLAYTON,1,,ISOBEL,25
KNUT,1,,ISOBELLA,4
KOBE,9,,ISOBELLE,1
KOBEI,1,,ISRA,3
KOBEY,1,,ISRAA,2
KOBI,2,,ISUMI,1
KOBIE,1,,ITEOLUWAKISHI,1
KOBY,2,,IVANA,2
KODI,5,,IVANKA,1
KODIE,1,,IVY,8
KODY,6,,IYLEENA,1
KOEN,2,,IZABEL,1
KOFI,2,,IZABELA,2
KOHEN,1,,IZABELLA,2
KOLBY,2,,IZEL,1
KOLE,3,,IZUMA,1
KOLYA,1,,IZZA,1
KONNER,1,,IZZI,1
KONNOR,1,,IZZIE,1
KONRAD,2,,IZZY,2
KORBAN,1,,JACEY,1
KOREGAN,1,,JACQUELINE,4
KOREY,3,,JACQUELYN,1
KORI,4,,JADE,21
KORNEL,2,,JADEN,1
KORRIE,1,,JADIA,1
KORY,1,,JADYN-ROSE,1
KOSISOCHUKWU,1,,JADZIA,2
KOSTADIN,1,,JAGODA,4
KOUDAI,1,,JAID,1
KOUPER,1,,JAIME,17
KRIS,9,,JAIME-LEIGH,2
KRISHNAN,2,,JAIMEE,6
KRISS,1,,JAIMEE-LEE,1
KRISTERS,1,,JAIMI-LEE,1
KRISTIAN,6,,JAIMIE,2
KRISTO,1,,JAIMIE-LEE,2
KRISTOFER,2,,JAIMIE-LEIGH,3
KRISTOPHER,4,,JAMALA,1
KRUZ,2,,JAMES,1
KRYSPIN,1,,JAMEY,1
KRYSTIAN,5,,JAMIE,9
KRZYSZTOF,2,,JAMIE-LEE,6
KSAWERY,2,,JAMIE-LEIGH,8
KSAWIER,1,,JAMIE-LYNN,2
KUBA,4,,JAMIELEE,1
KURDI,1,,JAMIELEIGH,1
KURT,1,,JAMII-ELLE,1
KYAN,2,,JANA,4
KYE,8,,JANE,4
KYEL,1,,JANEEN,1
KYENZIE,1,,JANELLA,1
KYGHE,1,,JANELLE,1
KYIAN,1,,JANET,2
KYIS,1,,JANEY,1
KYLAN,1,,JANEY-ROSE,1
KYLAR,1,,JANICE,1
KYLE,289,,JANINA,1
KYLER,1,,JANNAT,1
KYRAN,7,,JANVI,1
KYREN,1,,JAS,1
KYRIN,1,,JASMIN,10
KYRRAN,1,,JASMINA,2
LACATUS,1,,JASMINE,73
LACHAIDH,1,,JASMYN,1
LACHIE,1,,JASPREET,1
LACHLAN,28,,JAYDA,1
LAIRD,1,,JAYDE,1
LAISE,1,,JAYDEN,2
LAITH,1,,JAYE,1
LAKSHAY,1,,JAYLA,2
LAKSHYA,1,,JAYLA-LOUISE,1
LANCE,2,,JAYLIN,1
LANDO,1,,JAYLO,1
LARSSON,1,,JAYMA,1
LASSINA,1,,JAYME,1
LATHAN,1,,JAYME-LEI,1
LAUCHLAN,15,,JAYMEE,1
LAUCHLANN,1,,JAYMEE-LEIGH,1
LAUCHLYN,1,,JAYMI,3
LAUGHLIN,1,,JAYMIE-LOUISE,1
LAURENCE,5,,JAYNE,1
LAURENTIU,1,,JAYNEY,1
LAURIE,3,,JAYNIE,1
LAWAND,1,,JAZMINE,1
LAWEY,1,,JEAN,1
LAWRENCE,6,,JEANAN,1
LAWRIE,1,,JEANE,1
LAWSON,1,,JEEVAN,1
LAYLAND,1,,JELENA,1
LAYNE,3,,JEMIMA,6
LAYTEN,1,,JEMIMAH,2
LAYTON,15,,JEMMA,13
LEAL,1,,JEMMISON,1
LEANDRO,4,,JEN,1
LEE,55,,JENA,3
LEE-JAMES,1,,JENIELLE,1
LEHNIN,1,,JENNA,49
LEIF,1,,JENNAFER-LEE,1
LEIGH,1,,JENNEN,1
LEIGHLAND,1,,JENNESSA,1
LEIGHTON,19,,JENNI,2
LEIGHUM,1,,JENNIE,1
LEILAND,1,,JENNIFER,50
LEITH,2,,JENNIFERLEE,1
LELAND,7,,JENNY,4
LEMUEL,1,,JENNY-FRANCINE,1
LENNAIN,1,,JEORGI,1
LENNAN,2,,JEORJA,1
LENNART,1,,JERZI-JO,1
LENNIN,1,,JESLYN,1
LENNIX,1,,JESS,9
LENNON,49,,JESSI,1
LENNOX,14,,JESSICA,293
LENNY,4,,JESSICA-LEIGH,2
LENO,1,,JESSICA-PAIGE,1
LENON,2,,JESSIE,5
LENOX,1,,JESSIKA,1
LEO,119,,JESSLYN,1
LEO-JAY,1,,JET,1
LEODHAS,1,,JEWEL,1
LEON,119,,JHANVI,1
LEON-JAYDON,1,,JIA,5
LEONARD,3,,JIAWEN,1
LEONARDO,7,,JILL,1
LEONIDIS,1,,JILLIAN,1
LESLIE,1,,JIN,1
LEVI,18,,JIYA,1
LEVON,2,,JO,1
LEWIE,1,,JOAN,2
LEWIN,1,,JOANIE,1
LEWIS,606,,JOANNA,8
LEWIS-JAY,1,,JOANNE,5
LEYLAN,1,,JOCELYN,3
LEYLAND,1,,JODEE,1
LEYTON,6,,JODI,11
LIAM,415,,JODIE,24
LIAM-ALEXANDER,1,,JODY,2
LIELL,1,,JOELL,1
LINCOLN,4,,JOELY,2
LINDAN,1,,JOEY,3
LINDEN,1,,JOHAN,1
LINDSAY,1,,JOHANNA,3
LINUS,3,,JOLANKA,1
LIONEL,1,,JOLANTA,1
LIOR,1,,JOMANA,1
LLEYTON,9,,JONI,1
LLOYD,8,,JOOLS,1
LOCHIE,1,,JOORY,1
LOCHLAN,15,,JORDAN,3
LOCHLANN,3,,JORDANNA,1
LOCHLIN,2,,JORDIN,1
LOGAN,413,,JORDYN,2
LOGAN-JAY,1,,JORGA,1
LOGHAN,2,,JORGI,2
LOGYN,2,,JORGIE,1
LOMOND,2,,JORJA,11
LONGJI,1,,JORJA-JEN,1
LONNIE,1,,JORJIA,1
LORCAN,1,,JOSCELYN,1
LORENCE,1,,JOSEFA,1
LORENZ,1,,JOSELYN,1
LORENZO,6,,JOSEPHINE,4
LORIMER,1,,JOSEPHINE-JANET,1
LORNE,1,,JOSIE,17
LORNS,1,,JOSIEPHINE,1
LOUDEN,1,,JOSS,1
LOUDON,1,,JOTHISHA,1
LOUGHLAN,1,,JOURIYA,1
LOUGHLIN,1,,JOY,2
LOUI,1,,JOYCE,1
LOUIE,25,,JUBILEE,1
LOUIS,52,,JUDE,1
LOUKMAN,1,,JUDI,1
LOVEPREET,1,,JUDITH,1
LUAY,1,,JUDY,1
LUC,3,,JUDYTA,2
LUCA,49,,JUHI,1
LUCAS,296,,JULIA,59
LUCCA,4,,JULIANA,2
LUCIAN,2,,JULIANNE,1
LUCIAS,1,,JULIE,1
LUCIEN,3,,JULIENNE,1
LUCIUS,1,,JULIET,5
LUCUS,2,,JULIETTE,11
LUIGI,2,,JUNO,1
LUIS,5,,JURA,1
LUKA,6,,JUSTINA,1
LUKAS,15,,JUVERIYA,1
LUKASZ,6,,JUWARIAH,1
LUKE,151,,KACEE,1
LUNDON,1,,KACEY,27
LUQMAAN,1,,KACEY-LEE,1
LUQMAN,1,,KACEY-LEIGH,2
LUTANDA,1,,KACEY-MAE,1
LUTHAIS,1,,KACEYLEE,1
LUTHER,1,,KACI,13
LUUKAS,1,,KACI-LEIGH,2
LWANDLE,1,,KACI-LYN,1
LYAL,1,,KACIE,15
LYALL,4,,KACIE-LEIGH,1
LYLE,21,,KACY,3
LYNDEN,2,,KACY-LEIGH,1
LYNTON,1,,KADDY,1
LYON,1,,KADE,1
MABROK,1,,KADEE,1
MAC,6,,KADENCE,1
MACAILEAN,1,,KADEY-LEE,1
MACAULAY,2,,KADI,1
MACAULEY,3,,KADIE,2
MACCAULAY,1,,KADIE-LEE,1
MACIEJ,7,,KADIE-LEIGH,1
MACK,4,,KADIEE,1
MACKAY,1,,KADY,6
MACKENZIE,39,,KAEDIE-LEI,1
MACKENZIE-CRAIG,1,,KAEDIS,1
MACKENZY,1,,KAELA,4
MACKINLAY,1,,KAELAH,1
MACLEAN,1,,KAELYN,7
MACLEOD,1,,KAHLI,1
MADDIX,1,,KAI'MI,1
MADDOX,1,,KAI-LYN,1
MADISON,1,,KAIA,1
MADOC,1,,KAIAH,1
MAGNUS,25,,KAIAH-ROSE,1
MAHAD,1,,KAICIE,1
MAHDI,3,,KAIDENCE,1
MAHER,1,,KAIDI,1
MAHESH,1,,KAIDI-LEIGH,1
MAHMOOD,1,,KAIDIAH,1
MAHMOUD,1,,KAIDIELEIGH,1
MAISON,4,,KAIGHLA,1
MAJED,1,,KAILA,1
MAJOR,1,,KAILAH,1
MAKAN,1,,KAILEE,1
MAKENZI,1,,KAILEIGH,1
MAKENZIE,2,,KAILEY,1
MAKI,1,,KAILYN,2
MAKSIM,1,,KAIRA,2
MAKSYMILIAN,5,,KAIRI,1
MALACHAI,1,,KAITANN,1
MALACHI,3,,KAITIE,1
MALACHY,9,,KAITLEN,1
MALAKAI,3,,KAITLIN,20
MALAKI,1,,KAITLIN-LEIGH,1
MALCOLM,12,,KAITLYN,41
MALIK,3,,KAITLYNN,2
MALO,1,,KAITLYNNE,1
MANI,1,,KAIYA,3
MANJESH,1,,KAJA,2
MANMEET,1,,KAJOL,1
MANNI,2,,KALAH,1
MANOACH,1,,KALEY,1
MANOJ,1,,KALI,4
MANSOOR,3,,KALIE,2
MANU,1,,KALINA,2
MANUEL,1,,KALISHA,1
MANZOOR,1,,KALLEIGH,1
MARC,26,,KALLIE,5
MARCAS,1,,KALLIE-MARIE,1
MARCEL,10,,KALYAH,1
MARCELLO,2,,KALYCE,1
MARCO,12,,KALYN,1
MARCOS,1,,KALYSE,1
MARCUS,44,,KALYSHIA,1
MAREK,4,,KAMELLA,1
MARIN,1,,KAMILA,1
MARIO,4,,KAMILE,2
MARIS,1,,KAMILLA,1
MARIUSZ,2,,KAMRYN,1
MARK,75,,KANO,1
MARK-ANTONY,1,,KANZA,1
MARKJELLO,1,,KAOIMHIE,1
MARKUS,4,,KARA,60
MARKUSS,1,,KARA-LOUISE,1
MARLEY,18,,KARAGH,1
MARLIE,1,,KARAH,2
MARLY,1,,KARAMPREET,1
MARSHALL,3,,KAREN,3
MARTI,1,,KAREN-MARIE,1
MARTIN,24,,KAREZ,1
MARTYN,2,,KARI,2
MARVIN,1,,KARI-ANN,1
MARWAN,2,,KARINA,3
MASON,94,,KARINE,1
MASON-BRUCE,1,,KARIS,17
MASON-LEE,1,,KARIS-LOUISE,1
MASSI,1,,KARLA,4
MASSINISSA,1,,KARLI,4
MASSON,2,,KARLIE,3
MASSOUD,1,,KARLING,1
MASYN,1,,KARLY,16
MATAI,1,,KARMELLA,1
MATE,2,,KARMYN,2
MATEEN,1,,KAROLINA,8
MATEO,1,,KARRA,3
MATEUSZ,20,,KARRIE,2
MATHANARAJ,1,,KARRIS,1
MATHEW,11,,KARUNA,1
MATHIAS,3,,KARYS,9
MATHIEU,2,,KARYSS,1
MATIAS,1,,KASEY,17
MATIS,1,,KASEY-LEIGH,1
MATT,3,,KASHISH,1
MATTEO,1,,KASHIYA,1
MATTHEW,289,,KASI,2
MATTHIEU,1,,KASIA,1
MATTI,1,,KASIE,2
MATTIE,1,,KASSI,3
MAURITS,1,,KASSIA,1
MAURYCY,1,,KASSIDI,1
MAVEED,1,,KASSIDY,4
MAX,223,,KASSIE,3
MAXI,2,,KATARZYNA,2
MAXIM,3,,KATE,38
MAXIME,2,,KATE-LYNN,1
MAXIMILIAN,10,,KATEE,1
MAXIMILIEN,1,,KATELYN,17
MAXIMILLIAN,1,,KATELYNE,1
MAXIMO,1,,KATELYNN,1
MAXIMUS,3,,KATHARINA,1
MAXMILLIAN,1,,KATHARINE,2
MAXWELL,26,,KATHARYN,1
MAXX,3,,KATHERINE,33
MAXYMILIAN,3,,KATHERYN,1
MAXYMILLIAN,1,,KATHLEEN,4
MAYNARD,1,,KATHRYN,19
MCANTHONY,1,,KATI,1
MCCAULLIE,1,,KATIE,360
MCKAY,1,,KATIE-ANNE,1
MCKENZI,1,,KATIE-ELIZABETH,1
MCKENZIE,26,,KATIE-JANE,1
MCKENZY,1,,KATIE-LEE,2
MCKINLEY,2,,KATIE-LEIGH,7
MEER,1,,KATIE-LOUISE,4
MEHDI,1,,KATIE-MAY,1
MEHMET,3,,KATIENNE,1
MEI,1,,KATILYN,1
MELVIN,1,,KATLIN,1
MEMET,1,,KATLYN,5
MENZIE,1,,KATRINA,3
MESUD,1,,KATRINE,1
MIAKA,1,,KATY,20
MICAH,5,,KATY-GRACE,1
MICHAEL,204,,KATYA,1
MICHAEL-JAY,1,,KAVYA,1
MICHAEL-TYLER,1,,KAY,6
MICHAL,16,,KAYA,3
MICHEAL,1,,KAYAH,1
MICHEL,1,,KAYANA,1
MICHIEL,1,,KAYANNA,1
MIGUEL,2,,KAYARA,1
MIKA,1,,KAYCEE,3
MIKAEEL,2,,KAYCI,1
MIKAIAL,1,,KAYCIE,2
MIKAIL,1,,KAYCIE-JAI,1
MIKAS,1,,KAYDEE,3
MIKAYEL,1,,KAYDEE-LEIGH,1
MIKE,1,,KAYDEN,5
MIKELIS,1,,KAYDENCE,1
MIKENZY,1,,KAYDI,1
MIKEY,12,,KAYDIE,2
MIKOLAJ,8,,KAYDY,2
MILAN,2,,KAYLA,141
MILES,6,,KAYLA-LYNDSEY,1
MILLAR,5,,KAYLA-MARIE,1
MILLEN,2,,KAYLA-MAY,1
MILLER,10,,KAYLAH,5
MILO,21,,KAYLAH-MORGAN,1
MILOSZ,1,,KAYLEE,5
MINA,1,,KAYLEE-JANE,1
MINORU,1,,KAYLEIGH,67
MIRACLE,1,,KAYLEY,10
MIRKO,1,,KAYLIE,3
MIRON,1,,KAYLIN,9
MIROSLAV,1,,KAYLINN,1
MIRSAB,1,,KAYLN,1
MITCHAL,1,,KAYLYN,1
MITCHEL,2,,KAYSIE,1
MITCHELL,30,,KAYTIE,1
MMELENHLE,1,,KEANNA,2
MOAD,1,,KEAVY,3
MOANS,1,,KEDEST,1
MOHAMAD,2,,KEEDIE,1
MOHAMED,15,,KEELEY,6
MOHAMMAD,35,,KEELIE,2
MOHAMMAD-RAYAN,1,,KEELY,2
MOHAMMED,71,,KEERA,2
MOHAMMED-AZHAR,1,,KEERAN,1
MOHANED,1,,KEEVA,7
MOHSIN,2,,KEEVAY,1
MOIZ,1,,KEHINDE,1
MONROE,1,,KEILIDH,1
MONTGOMERY,1,,KEILLY-SHAE,1
MONTY,1,,KEILY,1
MOOSA,1,,KEIRA,98
MORAY,4,,KEIRA-ANGEL,1
MORAYO,1,,KEIRA-LEE,1
MORGAN,24,,KEIRA-LEIGH,1
MORGEN,1,,KEIRA-LOUISE,2
MORGHEN,1,,KEIRALEE,1
MORITZ,1,,KEIRAMARIE,1
MORRAY,1,,KEIRSTEN,1
MORRGAN,1,,KEISHA,3
MORRIS,2,,KEIVA,1
MOSAAB,1,,KELCEE,1
MOSES,1,,KELCEY,1
MOTAZ,1,,KELCI-LEIGH,1
MOUATH,1,,KELLI,1
MOUSTAPHA,1,,KELLIE,1
MUAZ,1,,KELLIS,1
MUBEEN,2,,KELLISE,1
MUFARO,1,,KELLSIE,2
MUFTAH,1,,KELLY,4
MUGEN,1,,KELLYANN-MARIE,1
MUHAMMAD,64,,KELSAY-LEE,1
MUHAMMAD-AHMAD,1,,KELSEIGH,1
MUHAMMAD-YAHYA,1,,KELSEY,44
MUHAMMADAZEEM,1,,KELSEY-LEIGH,1
MUHAMMED,13,,KELSEY-MAY,1
MUHANAD,1,,KELSEYLEE,1
MUHD,1,,KELSI,11
MUHDIN,1,,KELSIE,12
MUHHAMED,1,,KELSIE-LEIGH,1
MUHTASIM,1,,KELSY,2
MUJTABAA,1,,KENADI,1
MUNACHIMSO,1,,KENADIE,1
MUNGO,1,,KENDAL,5
MUNRO,2,,KENDALL,3
MUNROE,1,,KENDI,1
MUNZUR,1,,KENDRA,5
MUQADUS,1,,KENDYL,1
MURDO,7,,KENDYLL,1
MURDOCH,1,,KENLEY,1
MURPHY,2,,KENNA-MARIE,1
MURRAY,85,,KENNEDI,1
MURRY,1,,KENNEDY,3
MURTADAA,1,,KENNYH,1
MUSA,5,,KENSIE,1
MUSAB,1,,KENZI,4
MUSTAFA,3,,KENZI-LEE,1
MUZAMMIL,1,,KENZIE,10
MYLES,13,,KENZIE-LEIGH,1
MYLO,2,,KEONA,1
NABEEL,2,,KERA,1
NABIL,1,,KERENSA,1
NADEEM,1,,KERI,2
NADHIR,1,,KERIN,1
NAETHYN,1,,KERIS,3
NAHIYAN,1,,KERISS,1
NAIM,1,,KERRI,2
NAIRN,14,,KERRIE,1
NAITHAN,1,,KERRIN,1
NALIN,1,,KERRIS,7
NAMAN,1,,KERRY,7
NANA,1,,KERRY-ANNE,1
NAOISE,1,,KERRYN,1
NASIF,1,,KERYN,3
NASR,1,,KERYS,6
NASRULLAH,1,,KETSIA,1
NATAN,6,,KEVIE,1
NATANAS,1,,KEYANNA,2
NATANIEL,2,,KEYU,1
NATE,4,,KHADIJA,8
NATHAN,268,,KHADIJAH,5
NATHANAEL,5,,KHAIRAH,1
NATHANIEL,17,,KHALI,1
NATHEN,2,,KHALLE,1
NAVIYAN,1,,KHALY-SHIMA,1
NAVJOT,1,,KHANSA,1
NAVKIRAT,1,,KHATIJA,1
NEALL,1,,KHAYA,1
NECO,1,,KHIANA,1
NEDAS,1,,KHIANNA,1
NEELESH,1,,KHLOE,6
NEESON,1,,KHOWLA,1
NEEVAN,1,,KHYRA,1
NEHAN,1,,KIAH,2
NEIL,11,,KIAHLA,1
NELSON,1,,KIALA,1
NEO,3,,KIANA,4
NEVIN,3,,KIANA-LEE,1
NEVIS,1,,KIANAH,1
NEWTON,1,,KIANNA,3
NIAL,1,,KIARA,13
NIALL,18,,KIARA-LOUISE,1
NICHOL,1,,KIARAH,1
NICHOLAS,30,,KIARRA,1
NICK,4,,KIEARA,1
NICKY,2,,KIERA,37
NICO,13,,KIERRA,2
NICOL,1,,KIESHA,1
NICOLAS,11,,KIEVA,2
NICOLN,1,,KIEVIE,1
NIELS,1,,KIKI,2
NIKKIE,1,,KIM,1
NIKO,2,,KIMAYA,1
NIKODEM,9,,KIMBER,2
NIKOLAI,1,,KIMBERLEY,14
NIKOLAJS,1,,KIMBERLY,9
NIKOLAOS,1,,KIMI,1
NIKOLAS,1,,KIMORA,1
NILE,1,,KINGA,2
NIVEN,2,,KINJAL,1
NIVIN,1,,KINVARA,1
NIXON,2,,KIRA,7
NOA,1,,KIRAN,2
NOAH,98,,KIRANJEET,1
NOAH-REEVIE,1,,KIRIN,1
NOBLE,2,,KIRSTEN,22
NOEL,5,,KIRSTI,1
NOJUS,2,,KIRSTIE,7
NOKUTENDA,1,,KIRSTIN,8
NOLAN,2,,KIRSTY,53
NOMAN,1,,KIRSTY-MARIA,1
NOOR,1,,KIRSTYN,1
NORAIZ,1,,KIRTI,1
NORMAN,2,,KITTY,5
NOSARENA,1,,KITTY-ANNA,1
NOYAL,1,,KIVAH,1
NUHA,1,,KIYAH,1
NUR,1,,KIYANNA,1
NUTIFAFA,1,,KIZZI,1
NUTIKORKOE,1,,KLARA,3
NYLE,1,,KLARACATE,1
O'NAM,1,,KLAUDIA,5
OAKLEY,2,,KLAUDIE,1
OBAN,1,,KLEA,1
OBEAD,1,,KLOE,1
OBIEZE,1,,KLOEY,2
OBYDA,1,,KOBIE,1
OCEAN,1,,KODI,1
ODEN,1,,KODIE,4
ODHRAN,5,,KODIEY,1
ODILON,1,,KOLBIE,1
ODIN,3,,KORI,3
OGOOLUTAMIYO,1,,KORIN,1
OISIN,3,,KORNELIA,2
OKEOGHENE,1,,KORTNILEIGH,1
OLAF,4,,KOUNAIN,1
OLAMILEKAN,1,,KOURTNEY,1
OLAOLUWA,1,,KRISHA,1
OLGIERD,1,,KRISHNA,1
OLIE,1,,KRISSIE,1
OLIN,1,,KRISSY,1
OLIVER,233,,KRISTA,1
